sample_id,component,material,load_case,thickness_mm,cross_section_area_cm2,applied_load_kN,load_factor_g,von_mises_stress_MPa,effective_stress_MPa,stress_concentration_Kt,stress_ratio_R,strain,deformation_mm,elastic_modulus_GPa,yield_strength_MPa,density_g_cm3,temperature_C,fatigue_cycles,fatigue_limit_MPa,crack_length_mm,crack_growth_rate,cumulative_damage_index,safety_margin,utilization_ratio,structural_health_score,rul_cycles,failure_label,risk_class
11718,Skin_Panel,Al_2024-T3,Neg1g_Push_Over,17.48,76.02,589.02,-0.027,83.98,83.98,1.0,0.467,0.000956,0.387,73.1,345,2.78,-40.2,1554,138,11.5023,7.401766e-06,0.0002,4.108,0.2434,92.44,49989,0,Low
11719,Fuselage_Frame,Inconel_718,2.5g_Pull_Up,9.84,84.81,281.81,0.549,42.82,85.63,2.0,0.8,0.000261,0.4793,200.0,1034,8.19,-25.0,23161,620,40.4969,1.748496e-06,0.0,10.0,0.0828,79.85,49999,0,Low
11720,Landing_Gear,Al_2024-T3,Gust_Load,13.68,29.6,135.0,2.188,59.54,59.54,1.0,-0.167,0.000694,0.6719,73.1,345,2.78,-20.5,12687,138,16.4531,1.296844e-06,0.0004,5.794,0.1726,92.43,49978,0,Low
11721,Bulkhead,Al_7075-T6,Hard_Landing,2.12,72.67,568.23,0.965,92.9,278.7,3.0,0.641,0.001436,0.001,71.7,503,2.81,34.1,7002,159,50.0,0.000740490478,0.0008,1.805,0.5541,57.28,49959,0,Medium
11722,Landing_Gear,Inconel_718,Pressurization,15.13,41.17,215.96,-0.532,38.67,58.01,1.5,0.639,0.0002,0.001,200.0,1034,8.19,-19.8,2262,620,2.8939,1.279356e-06,0.0,10.0,0.0561,91.88,49999,0,Low
11723,Skin_Panel,Inconel_718,1g_Level_Flight,6.45,103.23,393.31,2.173,22.05,44.09,2.0,-0.882,0.000138,0.2021,200.0,1034,8.19,-23.3,16702,620,6.1082,3.65715e-07,0.0,10.0,0.0426,97.81,49999,0,Low
11724,Fuselage_Frame,CFRP,Neg1g_Push_Over,21.61,87.2,422.96,2.77,84.45,211.13,2.5,0.457,0.000637,0.1831,135.0,600,1.6,-53.1,27379,300,50.0,2.8277309e-05,0.0002,2.842,0.3519,73.89,49991,0,Medium
11725,Fuselage_Frame,Al_2024-T3,Ground_Taxi,21.56,100.02,410.85,3.354,30.61,107.12,3.5,-0.226,0.00044,0.0558,73.1,345,2.78,79.1,28264,138,50.0,1.2752831e-05,0.0001,3.221,0.3105,69.97,49996,0,Medium
11726,Engine_Mount,Al_2024-T3,2.5g_Pull_Up,13.4,27.96,512.7,3.099,189.03,567.08,3.0,-0.286,0.002751,1.8236,73.1,345,2.78,112.2,2075,138,50.0,0.000753202898,0.0073,0.608,1.6437,48.32,49634,0,High
11727,Rib_Section,Steel_4340,Neg1g_Push_Over,27.52,8.98,34.74,0.895,63.18,63.18,1.0,-0.299,0.000432,0.0721,205.0,470,7.85,44.5,58877,413,2.0046,3.4048e-08,0.0,7.44,0.1344,99.87,49998,0,Low
11728,Tail_Assembly,Al_7075-T6,Pressurization,28.64,102.81,841.33,1.428,75.18,112.77,1.5,0.558,0.001209,0.4857,71.7,503,2.81,-2.6,5802,159,50.0,9.326947e-06,0.0003,4.46,0.2242,78.01,49985,0,Low
11729,Wing_Spar,CFRP,Hard_Landing,15.19,49.48,611.7,2.712,118.23,236.46,2.0,-0.242,0.000856,0.5873,135.0,600,1.6,253.1,4136,300,50.0,0.000400939344,0.0001,2.537,0.3941,58.6,49995,0,Medium
11730,Wing_Spar,Ti-6Al-4V,2.5g_Pull_Up,5.78,25.67,367.33,0.614,157.0,157.0,1.0,0.156,0.001167,0.3967,113.8,880,4.43,216.3,6946,510,50.0,1.03772e-05,0.0001,5.605,0.1784,74.72,49996,0,Medium
11731,Landing_Gear,CFRP,Gust_Load,26.59,15.57,170.72,1.122,112.85,169.28,1.5,0.263,0.000911,0.4536,135.0,600,1.6,-9.9,8339,300,50.0,1.5400221e-05,0.0002,3.544,0.2821,77.27,49991,0,Low
11732,Engine_Mount,Inconel_718,Ground_Taxi,18.11,64.4,77.35,2.342,19.44,58.31,3.0,0.281,1e-05,0.001,200.0,1034,8.19,203.7,13206,620,10.5442,7.98442e-07,0.0,10.0,0.0564,74.52,49999,0,Medium
11733,Landing_Gear,CFRP,Ground_Taxi,28.32,22.26,574.64,-0.251,256.89,256.89,1.0,-0.256,0.001867,0.9849,135.0,600,1.6,65.8,11970,300,50.0,2.2759369e-05,0.0064,2.336,0.4281,61.82,49678,0,Medium
11734,Wing_Spar,Steel_4340,2.5g_Pull_Up,9.63,70.17,276.24,0.345,31.47,47.21,1.5,-0.52,0.000147,0.001,205.0,470,7.85,254.6,2757,413,1.375,4.98722e-07,0.0,9.956,0.1004,87.88,49999,0,Low
11735,Rib_Section,CFRP,Hard_Landing,20.02,88.64,202.76,3.295,17.88,17.88,1.0,0.17,0.000133,0.001,135.0,600,1.6,-22.9,4911,300,0.032,6.525e-09,0.0,10.0,0.0298,99.92,49999,0,Low
11736,Skin_Panel,Steel_4340,1g_Level_Flight,5.7,66.53,329.16,-0.728,67.38,134.77,2.0,0.172,0.000393,0.5166,205.0,470,7.85,-41.0,20316,413,46.9007,2.308558e-06,0.0,3.487,0.2867,74.63,49999,0,Medium
11737,Rib_Section,Inconel_718,1g_Level_Flight,22.76,108.93,508.06,2.428,42.21,84.42,2.0,-0.372,0.000119,0.2098,200.0,1034,8.19,114.4,3615,620,8.3172,2.300754e-06,0.0,10.0,0.0816,84.85,49999,0,Low
11738,Rib_Section,Steel_4340,Ground_Taxi,24.38,22.89,574.23,1.965,257.29,643.23,2.5,-0.955,0.001318,1.059,205.0,470,7.85,45.4,17723,413,50.0,0.000427362442,0.0027,0.731,1.3686,66.43,49866,0,Medium
11739,Fuselage_Frame,Al_2024-T3,Pressurization,33.3,61.8,551.94,0.618,74.77,186.93,2.5,0.221,0.001004,0.6997,73.1,345,2.78,88.6,21230,138,50.0,8.0211928e-05,0.0018,1.846,0.5418,60.61,49908,0,Medium
11740,Skin_Panel,Ti-6Al-4V,Pressurization,29.04,23.77,735.14,1.346,339.92,339.92,1.0,-0.38,0.003247,0.6959,113.8,880,4.43,-8.3,20996,510,50.0,3.3153665e-05,0.0041,2.589,0.3863,75.72,49792,0,Low
11741,Tail_Assembly,Inconel_718,Hard_Landing,7.74,105.73,193.76,-0.321,23.11,57.77,2.5,-0.548,1e-05,0.001,200.0,1034,8.19,101.7,20236,620,26.5289,1.310974e-06,0.0,10.0,0.0559,79.83,49999,0,Low
11742,Skin_Panel,Steel_4340,Ground_Taxi,18.58,112.21,544.87,2.532,53.65,187.79,3.5,0.092,0.000274,0.2523,205.0,470,7.85,55.1,4506,413,50.0,9.6021542e-05,0.0,2.503,0.3995,62.28,49999,0,Medium
11743,Engine_Mount,Al_7075-T6,1g_Level_Flight,33.81,51.0,94.94,1.627,32.51,97.53,3.0,0.588,0.000515,0.2185,71.7,503,2.81,187.3,8209,159,1.1483,1.3988e-07,0.0,5.158,0.1939,88.17,49999,0,Low
11744,Fuselage_Frame,Inconel_718,Ground_Taxi,8.19,40.16,470.27,3.338,109.88,274.7,2.5,-0.135,0.000508,0.4339,200.0,1034,8.19,50.1,9493,620,50.0,9.762068e-06,0.0,3.764,0.2657,60.69,49999,0,Medium
11745,Tail_Assembly,Al_7075-T6,2.5g_Pull_Up,6.6,37.12,500.53,1.383,152.74,305.48,2.0,0.556,0.002073,0.7902,71.7,503,2.81,-32.7,44241,159,50.0,0.000152785329,0.0377,1.647,0.6073,73.01,48116,0,Medium
11746,Engine_Mount,Ti-6Al-4V,Pressurization,12.1,103.87,191.64,2.726,5.0,10.0,2.0,0.654,0.000176,0.0189,113.8,880,4.43,108.8,5987,510,0.0004,7.3e-11,0.0,10.0,0.0114,84.53,49999,0,Low
11747,Engine_Mount,Steel_4340,Pressurization,30.51,83.48,339.02,-0.326,31.39,78.49,2.5,0.694,0.000237,0.6208,205.0,470,7.85,127.4,41750,413,38.3007,9.17381e-07,0.0,5.988,0.167,64.68,49999,0,Medium
11748,Wing_Spar,Inconel_718,Gust_Load,13.29,106.27,704.84,-0.345,54.31,54.31,1.0,-0.297,0.000192,0.1041,200.0,1034,8.19,117.4,31010,620,3.0768,9.922e-08,0.0,10.0,0.0525,90.65,49999,0,Low
11749,Fuselage_Frame,Inconel_718,2.5g_Pull_Up,26.27,18.51,134.66,0.922,44.53,155.84,3.5,0.001,7.4e-05,0.001,200.0,1034,8.19,-17.1,21724,620,50.0,4.653298e-05,0.0,6.635,0.1507,64.27,49999,0,Medium
11750,Engine_Mount,Ti-6Al-4V,Gust_Load,15.68,59.74,374.99,2.393,54.84,82.25,1.5,-0.961,0.000541,0.4394,113.8,880,4.43,130.2,17441,510,3.7444,2.1469e-07,0.0,10.0,0.0935,89.81,49999,0,Low
11751,Bulkhead,Al_2024-T3,Hard_Landing,22.69,82.76,793.5,2.282,95.1,142.65,1.5,0.361,0.001333,0.7236,73.1,345,2.78,90.8,10276,138,2.8252,2.74931e-07,0.0023,2.419,0.4135,86.43,49884,0,Low
11752,Rib_Section,Al_7075-T6,1g_Level_Flight,9.47,108.17,433.45,2.697,23.72,35.59,1.5,0.604,0.000388,0.0556,71.7,503,2.81,46.5,1891,159,0.043,2.2752e-08,0.0,10.0,0.0707,98.92,49999,0,Low
11753,Engine_Mount,Inconel_718,Hard_Landing,18.45,48.93,619.11,-0.943,108.01,270.02,2.5,-0.561,0.000527,0.4661,200.0,1034,8.19,242.5,9992,620,50.0,0.000126851834,0.0,3.829,0.2611,65.66,49999,0,Medium
11754,Tail_Assembly,CFRP,Hard_Landing,4.69,41.01,704.57,0.704,172.44,258.66,1.5,0.78,0.001363,0.4754,135.0,600,1.6,34.7,364,300,0.5219,1.43371e-06,0.0,2.32,0.4311,93.47,49998,0,Low
11755,Wing_Spar,Al_7075-T6,1g_Level_Flight,22.29,109.99,181.17,2.629,15.27,22.91,1.5,-0.85,0.000373,0.0072,71.7,503,2.81,311.8,10072,159,0.3795,3.7676e-08,0.0,10.0,0.0455,86.54,49999,0,Low
11756,Landing_Gear,Steel_4340,Neg1g_Push_Over,16.78,10.47,193.3,2.952,180.7,271.06,1.5,-0.481,0.001035,0.8961,205.0,470,7.85,76.6,14972,413,50.0,0.00045361216,0.0005,1.734,0.5767,74.58,49972,0,Medium
11757,Rib_Section,Ti-6Al-4V,Neg1g_Push_Over,7.85,60.15,647.22,2.565,88.6,265.81,3.0,0.273,0.000697,0.1886,113.8,880,4.43,-17.0,7721,510,50.0,0.000183951979,0.0,3.311,0.3021,66.27,49999,0,Medium
11758,Wing_Spar,Al_7075-T6,Ground_Taxi,19.64,57.74,642.78,1.303,105.4,263.5,2.5,0.07,0.00172,0.5029,71.7,503,2.81,172.7,2014,159,50.0,0.000192987015,0.0004,1.909,0.5239,58.39,49980,0,Medium
11759,Landing_Gear,CFRP,Neg1g_Push_Over,11.37,21.8,60.55,2.936,17.79,26.68,1.5,0.758,0.000198,0.0744,135.0,600,1.6,-9.0,17866,300,1.1465,6.4174e-08,0.0,10.0,0.0445,92.45,49999,0,Low
11760,Fuselage_Frame,CFRP,2.5g_Pull_Up,10.9,50.42,280.9,2.055,57.0,85.5,1.5,0.403,0.00028,0.2333,135.0,600,1.6,71.3,27685,300,50.0,5.67137e-06,0.0,7.017,0.1425,76.29,49998,0,Low
11761,Fuselage_Frame,Ti-6Al-4V,Pressurization,8.55,88.1,344.77,2.554,30.75,30.75,1.0,-0.499,0.000314,0.2967,113.8,880,4.43,79.2,15387,510,1.408,9.1507e-08,0.0,10.0,0.0349,99.99,49999,0,Low
11762,Engine_Mount,Ti-6Al-4V,Gust_Load,28.79,47.19,706.39,1.223,149.11,223.67,1.5,0.029,0.001333,0.5589,113.8,880,4.43,144.9,12999,510,50.0,6.445021e-06,0.0001,3.934,0.2542,65.84,49995,0,Medium
11763,Bulkhead,Al_7075-T6,Pressurization,30.42,40.61,364.36,2.811,70.06,105.09,1.5,0.773,0.000965,0.4338,71.7,503,2.81,40.5,8261,159,50.0,8.027626e-06,0.0003,4.786,0.2089,76.87,49984,0,Low
11764,Fuselage_Frame,Steel_4340,Hard_Landing,22.79,94.92,787.78,-0.292,62.04,93.06,1.5,0.238,0.000282,0.001,205.0,470,7.85,15.4,16726,413,50.0,5.030997e-06,0.0,5.05,0.198,75.0,49999,0,Medium
11765,Skin_Panel,Al_2024-T3,Pressurization,22.57,118.7,847.15,-0.393,79.73,79.73,1.0,-0.446,0.001161,0.7725,73.1,345,2.78,117.2,5654,138,7.5545,1.336129e-06,0.0006,4.327,0.2311,80.01,49968,0,Low
11766,Engine_Mount,CFRP,Ground_Taxi,14.49,94.63,665.81,-0.608,81.84,163.69,2.0,-0.604,0.000677,0.4821,135.0,600,1.6,134.9,13000,300,50.0,4.616395e-06,0.0001,3.666,0.2728,68.07,49996,0,Medium
11767,Rib_Section,Ti-6Al-4V,Hard_Landing,32.23,102.33,569.76,1.331,49.79,74.68,1.5,-0.029,0.000379,0.0366,113.8,880,4.43,-33.3,6083,510,31.3547,5.154482e-06,0.0,10.0,0.0849,81.51,49999,0,Low
11768,Wing_Spar,Al_2024-T3,1g_Level_Flight,33.16,113.04,339.19,0.363,30.42,91.26,3.0,-0.232,0.000363,0.3559,73.1,345,2.78,297.4,14413,138,50.0,8.010235e-06,0.0,3.78,0.2645,56.68,49998,0,Medium
11769,Fuselage_Frame,Al_2024-T3,Pressurization,24.37,97.2,66.31,0.428,5.0,7.5,1.5,0.059,1.1e-05,0.4157,73.1,345,2.78,77.3,9430,138,0.002,2.09e-10,0.0,10.0,0.0217,100.0,49999,0,Low
11770,Skin_Panel,Al_2024-T3,Neg1g_Push_Over,12.7,117.74,491.44,-0.561,58.2,145.49,2.5,-0.713,0.000779,0.001,73.1,345,2.78,112.6,3899,138,29.3821,7.53581e-06,0.0001,2.371,0.4217,71.08,49993,0,Medium
11771,Wing_Spar,Steel_4340,1g_Level_Flight,24.99,90.94,313.83,0.745,31.46,62.93,2.0,-0.177,0.000242,0.0801,205.0,470,7.85,182.9,4735,413,2.866,6.05273e-07,0.0,7.469,0.1339,74.77,49999,0,Medium
11772,Wing_Spar,Ti-6Al-4V,Ground_Taxi,17.9,81.08,304.75,-0.548,30.11,90.32,3.0,-0.982,0.000385,0.304,113.8,880,4.43,265.3,19494,510,50.0,3.100831e-06,0.0,9.743,0.1026,56.12,49999,0,Medium
11773,Bulkhead,CFRP,Gust_Load,7.66,84.74,587.68,2.838,83.85,209.62,2.5,-0.647,0.0006,0.3048,135.0,600,1.6,96.1,2781,300,50.0,0.000184756124,0.0,2.862,0.3494,61.56,49999,0,Medium
11774,Fuselage_Frame,Ti-6Al-4V,2.5g_Pull_Up,7.43,108.51,399.46,-0.456,25.2,63.0,2.5,-0.268,0.000331,0.0794,113.8,880,4.43,22.1,5144,510,0.0887,1.7238e-08,0.0,10.0,0.0716,85.77,49999,0,Low
11775,Wing_Spar,Al_7075-T6,Neg1g_Push_Over,8.25,83.55,641.76,1.311,79.16,277.08,3.5,0.792,0.001148,0.4718,71.7,503,2.81,316.9,19279,159,50.0,0.000422311601,0.0012,1.815,0.5508,48.07,49940,0,High
11776,Bulkhead,CFRP,1g_Level_Flight,24.57,92.54,344.47,2.505,21.5,21.5,1.0,-0.827,0.000173,0.001,135.0,600,1.6,36.4,420,300,0.0093,2.2243e-08,0.0,10.0,0.0358,100.0,49999,0,Low
11777,Bulkhead,Ti-6Al-4V,Gust_Load,23.13,29.84,136.73,1.536,55.79,83.68,1.5,-0.999,0.000677,0.2097,113.8,880,4.43,37.0,100,510,0.4234,4.234292e-06,0.0,10.0,0.0951,90.23,49999,0,Low
11778,Fuselage_Frame,CFRP,Pressurization,9.77,109.95,397.53,-0.509,48.39,48.39,1.0,-0.454,0.000391,0.3017,135.0,600,1.6,-14.9,7525,300,4.5133,5.99778e-07,0.0,10.0,0.0806,95.69,49999,0,Low
11779,Bulkhead,Al_7075-T6,Neg1g_Push_Over,26.94,56.43,808.85,0.751,124.01,310.02,2.5,-0.261,0.001716,0.6548,71.7,503,2.81,-30.2,44697,159,50.0,0.001202064206,0.0165,1.622,0.6163,73.16,49173,0,Medium
11780,Fuselage_Frame,Inconel_718,Hard_Landing,33.53,23.52,683.28,3.061,268.81,537.61,2.0,0.14,0.001428,0.609,200.0,1034,8.19,-30.1,727,620,50.0,0.006989535846,0.0,1.923,0.5199,71.06,49998,0,Medium
11781,Skin_Panel,CFRP,2.5g_Pull_Up,1.84,96.98,182.83,0.518,23.18,69.54,3.0,0.338,4.9e-05,0.3502,135.0,600,1.6,89.1,34101,300,50.0,1.593068e-06,0.0,8.628,0.1159,66.92,49999,0,Medium
11782,Fuselage_Frame,Inconel_718,Pressurization,7.18,45.99,338.69,1.464,102.76,205.53,2.0,-0.326,0.000492,0.5969,200.0,1034,8.19,32.7,12440,620,50.0,5.8743469e-05,0.0,5.031,0.1988,75.37,49999,0,Low
11783,Landing_Gear,Al_2024-T3,Gust_Load,25.62,26.17,789.35,1.856,314.84,314.84,1.0,0.606,0.004333,0.8419,73.1,345,2.78,73.9,1558,138,50.0,0.001029495239,0.0422,1.096,0.9126,67.32,47889,0,Medium
11784,Wing_Spar,Steel_4340,Neg1g_Push_Over,24.61,34.47,113.91,-0.171,29.86,29.86,1.0,-0.632,0.000218,0.001,205.0,470,7.85,164.2,26618,413,4.703,1.76686e-07,0.0,10.0,0.0635,89.95,49999,0,Low
11785,Skin_Panel,Al_7075-T6,Pressurization,8.99,9.02,223.32,3.327,234.79,234.79,1.0,0.362,0.003299,1.7153,71.7,503,2.81,83.6,708,159,50.0,0.000431554222,0.0034,2.142,0.4668,69.08,49831,0,Medium
11786,Tail_Assembly,CFRP,2.5g_Pull_Up,27.93,15.42,230.27,2.177,131.07,131.07,1.0,0.095,0.000842,0.5144,135.0,600,1.6,-27.5,10782,300,50.0,1.6460006e-05,0.0004,4.578,0.2185,74.23,49980,0,Medium
11787,Fuselage_Frame,Al_7075-T6,Gust_Load,5.38,73.15,489.58,1.604,77.68,116.52,1.5,0.243,0.000995,0.5596,71.7,503,2.81,18.5,14454,159,50.0,1.4375614e-05,0.0008,4.317,0.2317,71.32,49958,0,Medium
11788,Wing_Spar,Al_2024-T3,Hard_Landing,20.7,104.62,355.02,0.071,47.78,95.55,2.0,-0.974,0.00061,0.0817,73.1,345,2.78,126.6,17021,138,50.0,1.0332582e-05,0.0002,3.611,0.277,72.61,49987,0,Medium
11789,Rib_Section,Inconel_718,Hard_Landing,20.49,56.58,77.09,0.04,5.0,12.5,2.5,0.67,4.9e-05,0.001,200.0,1034,8.19,67.7,4034,620,0.0051,1.273e-09,0.0,10.0,0.0121,98.53,49999,0,Low
11790,Bulkhead,Steel_4340,1g_Level_Flight,25.68,77.0,538.51,0.305,66.24,132.48,2.0,-0.764,0.000193,0.1885,205.0,470,7.85,113.9,4687,413,50.0,2.6770849e-05,0.0,3.548,0.2819,66.75,49999,0,Medium
11791,Engine_Mount,Al_7075-T6,Ground_Taxi,30.14,98.12,93.23,2.97,10.21,10.21,1.0,-0.803,0.000283,0.1336,71.7,503,2.81,238.4,28317,159,0.0143,5.06e-10,0.0,10.0,0.0203,92.91,49999,0,Low
11792,Fuselage_Frame,Inconel_718,1g_Level_Flight,30.33,46.03,519.39,2.291,140.03,210.05,1.5,0.053,0.000731,0.2852,200.0,1034,8.19,95.7,6591,620,50.0,0.000122954918,0.0,4.923,0.2031,71.49,49999,0,Medium
11793,Bulkhead,Al_2024-T3,2.5g_Pull_Up,25.46,80.25,435.89,3.243,55.3,55.3,1.0,0.004,0.000785,0.0159,73.1,345,2.78,-42.4,11243,138,0.6804,6.0518e-08,0.0003,6.239,0.1603,97.11,49985,0,Low
11794,Bulkhead,Al_2024-T3,1g_Level_Flight,29.98,45.3,424.68,3.229,79.03,158.07,2.0,-0.538,0.001064,0.2675,73.1,345,2.78,97.6,8851,138,50.0,6.2591781e-05,0.001,2.183,0.4582,69.03,49952,0,Medium
11795,Bulkhead,Al_2024-T3,Gust_Load,28.83,78.91,66.7,1.904,5.0,10.0,2.0,-0.506,1e-05,0.1536,73.1,345,2.78,66.6,2985,138,0.0001,4.3e-11,0.0,10.0,0.029,90.75,49999,0,Low
11796,Bulkhead,Inconel_718,Neg1g_Push_Over,31.68,30.02,546.95,2.505,168.5,252.74,1.5,0.141,0.000852,0.7494,200.0,1034,8.19,-50.0,7827,620,50.0,1.6866002e-05,0.0,4.091,0.2444,82.43,49997,0,Low
11797,Bulkhead,CFRP,Gust_Load,6.3,117.45,372.31,2.62,50.66,50.66,1.0,-0.737,0.00045,0.0355,135.0,600,1.6,51.9,664,300,0.624,9.39734e-07,0.0,10.0,0.0844,84.42,49999,0,Low
11798,Fuselage_Frame,Ti-6Al-4V,1g_Level_Flight,4.44,13.76,355.33,1.623,265.92,531.84,2.0,-0.648,0.002321,0.8047,113.8,880,4.43,108.0,2448,510,50.0,0.003455619597,0.0002,1.655,0.6044,63.49,49990,0,Medium
11799,Rib_Section,Al_7075-T6,Ground_Taxi,26.05,63.1,511.02,-0.43,75.8,113.7,1.5,-0.517,0.001164,0.3976,71.7,503,2.81,20.7,26809,159,50.0,8.14562e-06,0.0014,4.424,0.226,73.65,49930,0,Medium
11800,Tail_Assembly,Ti-6Al-4V,Gust_Load,16.71,37.92,519.25,-0.585,93.04,279.12,3.0,0.798,0.000811,0.4919,113.8,880,4.43,-34.5,38815,510,50.0,0.000692116026,0.0,3.153,0.3172,72.03,49997,0,Medium
11801,Landing_Gear,Al_2024-T3,Gust_Load,29.43,74.1,22.63,0.275,5.0,7.5,1.5,0.385,0.000138,0.0323,73.1,345,2.78,118.0,321,138,0.0,1.25e-10,0.0,10.0,0.0217,91.03,49999,0,Low
11802,Bulkhead,Ti-6Al-4V,Gust_Load,19.22,54.26,115.19,0.517,26.39,26.39,1.0,-0.996,0.000221,0.2687,113.8,880,4.43,17.9,5810,510,0.0866,1.4907e-08,0.0,10.0,0.03,100.0,49999,0,Low
11803,Bulkhead,Inconel_718,Ground_Taxi,34.55,40.27,208.68,1.772,57.11,85.66,1.5,-0.856,0.000323,0.1005,200.0,1034,8.19,37.4,41122,620,50.0,3.076637e-06,0.0,10.0,0.0828,75.52,49999,0,Low
11804,Landing_Gear,Al_2024-T3,Gust_Load,4.69,33.75,579.5,0.303,176.83,265.25,1.5,-0.742,0.002506,1.5017,73.1,345,2.78,114.3,19072,138,50.0,0.000526022156,0.0514,1.301,0.7688,55.6,47428,0,Medium
11805,Rib_Section,Al_2024-T3,2.5g_Pull_Up,21.25,25.99,494.46,0.013,170.06,255.09,1.5,0.013,0.002218,1.6176,73.1,345,2.78,47.3,187,138,6.6961,3.5808062e-05,0.0004,1.352,0.7394,89.74,49978,0,Low
11806,Skin_Panel,Steel_4340,Hard_Landing,17.93,95.03,646.41,0.118,70.68,70.68,1.0,-0.161,0.000409,0.001,205.0,470,7.85,63.3,1713,413,0.863,5.03819e-07,0.0,6.65,0.1504,95.57,49999,0,Low
11807,Rib_Section,Steel_4340,Ground_Taxi,8.06,30.55,632.11,-0.626,192.25,384.5,2.0,-0.076,0.001043,0.5952,205.0,470,7.85,69.2,20041,413,50.0,0.0016416373,0.0009,1.222,0.8181,65.08,49952,0,Medium
11808,Skin_Panel,Inconel_718,2.5g_Pull_Up,29.44,93.96,726.67,1.016,77.37,116.06,1.5,-0.428,0.000606,0.001,200.0,1034,8.19,76.9,17095,620,50.0,3.0559339e-05,0.0,8.909,0.1122,71.38,49999,0,Medium
11809,Fuselage_Frame,Inconel_718,Ground_Taxi,25.56,60.78,326.52,0.173,42.21,42.21,1.0,-0.724,0.000218,0.0722,200.0,1034,8.19,85.0,31280,620,10.7085,3.42342e-07,0.0,10.0,0.0408,89.84,49999,0,Low
11810,Wing_Spar,Ti-6Al-4V,Ground_Taxi,11.07,13.31,299.85,-0.332,241.4,724.21,3.0,-0.424,0.001911,0.5549,113.8,880,4.43,95.5,21217,510,50.0,0.011359025109,0.0011,1.215,0.823,60.66,49946,0,Medium
11811,Engine_Mount,Al_7075-T6,Hard_Landing,6.76,24.03,708.05,2.583,299.77,299.77,1.0,0.563,0.004003,2.8519,71.7,503,2.81,125.6,43539,159,50.0,0.000897568508,0.5501,1.678,0.596,64.74,22496,0,Medium
11812,Engine_Mount,Ti-6Al-4V,Neg1g_Push_Over,17.35,107.68,209.59,1.867,17.31,17.31,1.0,-0.093,6.3e-05,0.0427,113.8,880,4.43,192.0,11747,510,0.0512,4.359e-09,0.0,10.0,0.0197,93.61,49999,0,Low
11813,Wing_Spar,Inconel_718,2.5g_Pull_Up,4.75,74.32,397.38,0.578,74.17,74.17,1.0,-0.063,0.000499,0.4534,200.0,1034,8.19,280.5,4580,620,12.7178,2.776812e-06,0.0,10.0,0.0717,84.78,49999,0,Low
11814,Fuselage_Frame,Al_7075-T6,Ground_Taxi,6.22,26.2,173.23,0.976,60.54,60.54,1.0,0.2,0.001064,0.3216,71.7,503,2.81,91.2,2108,159,0.4138,1.96282e-07,0.0,8.309,0.1204,93.44,49997,0,Low
11815,Engine_Mount,Ti-6Al-4V,Pressurization,8.04,85.93,777.63,0.269,69.27,69.27,1.0,-0.903,0.000568,0.001,113.8,880,4.43,289.6,100,510,0.0797,7.97157e-07,0.0,10.0,0.0787,89.71,49999,0,Low
11816,Rib_Section,CFRP,Ground_Taxi,6.2,99.68,352.55,3.458,51.21,51.21,1.0,-0.573,0.000385,0.5955,135.0,600,1.6,59.8,2002,300,1.5122,7.5535e-07,0.0,10.0,0.0853,89.12,49999,0,Low
11817,Landing_Gear,CFRP,1g_Level_Flight,26.04,43.03,188.49,0.084,47.59,118.98,2.5,-0.802,9.4e-05,0.2002,135.0,600,1.6,0.5,13717,300,50.0,1.3636931e-05,0.0,5.043,0.1983,71.34,49999,0,Medium
11818,Wing_Spar,Al_7075-T6,Gust_Load,13.14,69.01,591.29,1.634,80.9,161.81,2.0,-0.485,0.001194,0.5922,71.7,503,2.81,229.3,7807,159,50.0,9.1511009e-05,0.0005,3.109,0.3217,55.33,49973,0,Medium
11819,Rib_Section,Steel_4340,Neg1g_Push_Over,8.99,38.75,215.5,3.347,45.96,45.96,1.0,-0.965,0.000238,0.001,205.0,470,7.85,20.8,23574,413,1.2546,5.3218e-08,0.0,10.0,0.0978,85.06,49999,0,Low
11820,Tail_Assembly,Al_7075-T6,Hard_Landing,7.5,14.21,802.54,2.197,572.55,572.55,1.0,0.691,0.00796,2.447,71.7,503,2.81,-22.3,5972,159,50.0,0.003603490063,1.0041,0.879,1.1383,56.58,0,0,Medium
11821,Fuselage_Frame,Ti-6Al-4V,Pressurization,33.47,50.94,318.8,3.104,74.78,186.96,2.5,0.748,0.000561,0.1718,113.8,880,4.43,104.1,6610,510,8.3546,1.26394e-06,0.0,4.707,0.2125,80.73,49999,0,Low
11822,Wing_Spar,Al_2024-T3,2.5g_Pull_Up,13.71,91.41,568.3,0.575,50.67,76.0,1.5,0.4,0.000658,0.474,73.1,345,2.78,164.1,14393,138,50.0,5.895259e-06,0.0003,4.54,0.2203,67.76,49986,0,Medium
11823,Engine_Mount,CFRP,Ground_Taxi,24.85,57.75,300.01,0.622,60.43,60.43,1.0,0.19,0.000313,0.0937,135.0,600,1.6,168.0,41586,300,42.8488,1.030367e-06,0.0001,9.929,0.1007,72.84,49996,0,Medium
11824,Fuselage_Frame,Al_2024-T3,Gust_Load,2.62,51.61,688.09,1.736,137.09,342.73,2.5,-0.32,0.001789,0.4072,73.1,345,2.78,-43.7,13409,138,50.0,8.834915e-05,0.0131,1.007,0.9934,60.48,49346,0,Medium
